"サンプル","時間","デコーダー","Ann Row","Ann Class","値",
"2348191","2.348 s","I2C","Bits","Data/address bit","0",
"2348194","2.348 s","I2C","Bits","Data/address bit","0",
"2348196","2.348 s","I2C","Bits","Data/address bit","0",
"2348199","2.348 s","I2C","Bits","Data/address bit","0",
"2348202","2.348 s","I2C","Bits","Data/address bit","0",
"2348204","2.348 s","I2C","Bits","Data/address bit","0",
"2348207","2.348 s","I2C","Bits","Data/address bit","0",
"2348210","2.348 s","I2C","Bits","Data/address bit","0",
"2348221","2.348 s","I2C","Address/data","ACK","ACK",
"2348223","2.348 s","I2C","Address/data","Data read","Data read: 00",
"2348223","2.348 s","I2C","Bits","Data/address bit","0",
"2348226","2.348 s","I2C","Bits","Data/address bit","0",
"2348229","2.348 s","I2C","Bits","Data/address bit","0",
"2348231","2.348 s","I2C","Bits","Data/address bit","0",
"2348234","2.348 s","I2C","Bits","Data/address bit","0",
"2348237","2.348 s","I2C","Bits","Data/address bit","0",
"2348239","2.348 s","I2C","Bits","Data/address bit","0",
"2348242","2.348 s","I2C","Bits","Data/address bit","0",
"2348245","2.348 s","I2C","Address/data","NACK","NACK",
"2348249","2.348 s","I2C","Address/data","Stop condition","Stop",
"2364642","2.365 s","I2C","Address/data","Start condition","Start",
"2364644","2.365 s","I2C","Bits","Data/address bit","1",
"2364644","2.365 s","I2C","Address/data","Address write","Address write: 70",
"2364647","2.365 s","I2C","Bits","Data/address bit","1",
"2364650","2.365 s","I2C","Bits","Data/address bit","1",
"2364652","2.365 s","I2C","Bits","Data/address bit","0",
"2364655","2.365 s","I2C","Bits","Data/address bit","0",
"2364658","2.365 s","I2C","Bits","Data/address bit","0",
"2364660","2.365 s","I2C","Bits","Data/address bit","0",
"2364663","2.365 s","I2C","Bits","Data/address bit","0",
"2364663","2.365 s","I2C","Address/data","Address write","Write",
"2364666","2.365 s","I2C","Address/data","ACK","ACK",
"2364668","2.365 s","I2C","Address/data","Data write","Data write: 00",
"2364668","2.365 s","I2C","Bits","Data/address bit","0",
"2364671","2.365 s","I2C","Bits","Data/address bit","0",
"2364674","2.365 s","I2C","Bits","Data/address bit","0",
"2364676","2.365 s","I2C","Bits","Data/address bit","0",
"2364679","2.365 s","I2C","Bits","Data/address bit","0",
"2364682","2.365 s","I2C","Bits","Data/address bit","0",
"2364685","2.365 s","I2C","Bits","Data/address bit","0",
"2364687","2.365 s","I2C","Bits","Data/address bit","0",
"2364690","2.365 s","I2C","Address/data","ACK","ACK",
"2364693","2.365 s","I2C","Address/data","Data write","Data write: 01",
"2364693","2.365 s","I2C","Bits","Data/address bit","0",
"2364695","2.365 s","I2C","Bits","Data/address bit","0",
"2364698","2.365 s","I2C","Bits","Data/address bit","0",
"2364701","2.365 s","I2C","Bits","Data/address bit","0",
"2364703","2.365 s","I2C","Bits","Data/address bit","0",
"2364706","2.365 s","I2C","Bits","Data/address bit","0",
"2364709","2.365 s","I2C","Bits","Data/address bit","0",
"2364711","2.365 s","I2C","Bits","Data/address bit","1",
"2364714","2.365 s","I2C","Address/data","ACK","ACK",
"2364717","2.365 s","I2C","Address/data","Data write","Data write: 00",
"2364717","2.365 s","I2C","Bits","Data/address bit","0",
"2364719","2.365 s","I2C","Bits","Data/address bit","0",
"2364722","2.365 s","I2C","Bits","Data/address bit","0",
"2364725","2.365 s","I2C","Bits","Data/address bit","0",
"2364727","2.365 s","I2C","Bits","Data/address bit","0",
"2364730","2.365 s","I2C","Bits","Data/address bit","0",
"2364733","2.365 s","I2C","Bits","Data/address bit","0",
"2364736","2.365 s","I2C","Bits","Data/address bit","0",
"2364738","2.365 s","I2C","Address/data","ACK","ACK",
"2364741","2.365 s","I2C","Address/data","Data write","Data write: 40",
"2364741","2.365 s","I2C","Bits","Data/address bit","0",
"2364744","2.365 s","I2C","Bits","Data/address bit","1",
"2364746","2.365 s","I2C","Bits","Data/address bit","0",
"2364749","2.365 s","I2C","Bits","Data/address bit","0",
"2364752","2.365 s","I2C","Bits","Data/address bit","0",
"2364754","2.365 s","I2C","Bits","Data/address bit","0",
"2364757","2.365 s","I2C","Bits","Data/address bit","0",
"2364760","2.365 s","I2C","Bits","Data/address bit","0",
"2364762","2.365 s","I2C","Address/data","ACK","ACK",
"2364769","2.365 s","I2C","Address/data","Data write","Data write: 00",
"2364769","2.365 s","I2C","Bits","Data/address bit","0",
"2364772","2.365 s","I2C","Bits","Data/address bit","0",
"2364775","2.365 s","I2C","Bits","Data/address bit","0",
"2364777","2.365 s","I2C","Bits","Data/address bit","0",
"2364780","2.365 s","I2C","Bits","Data/address bit","0",
"2364783","2.365 s","I2C","Bits","Data/address bit","0",
"2364786","2.365 s","I2C","Bits","Data/address bit","0",
"2364788","2.365 s","I2C","Bits","Data/address bit","0",
"2364791","2.365 s","I2C","Address/data","ACK","ACK",
"2364794","2.365 s","I2C","Address/data","Data write","Data write: 00",
"2364794","2.365 s","I2C","Bits","Data/address bit","0",
"2364796","2.365 s","I2C","Bits","Data/address bit","0",
"2364799","2.365 s","I2C","Bits","Data/address bit","0",
"2364802","2.365 s","I2C","Bits","Data/address bit","0",
"2364804","2.365 s","I2C","Bits","Data/address bit","0",
"2364807","2.365 s","I2C","Bits","Data/address bit","0",
"2364810","2.365 s","I2C","Bits","Data/address bit","0",
"2364812","2.365 s","I2C","Bits","Data/address bit","0",
"2364815","2.365 s","I2C","Address/data","ACK","ACK",
"2364818","2.365 s","I2C","Address/data","Data write","Data write: 00",
"2364818","2.365 s","I2C","Bits","Data/address bit","0",
"2364820","2.365 s","I2C","Bits","Data/address bit","0",
"2364823","2.365 s","I2C","Bits","Data/address bit","0",
"2364826","2.365 s","I2C","Bits","Data/address bit","0",
"2364828","2.365 s","I2C","Bits","Data/address bit","0",
"2364831","2.365 s","I2C","Bits","Data/address bit","0",
"2364834","2.365 s","I2C","Bits","Data/address bit","0",
"2364837","2.365 s","I2C","Bits","Data/address bit","0",
"2364839","2.365 s","I2C","Address/data","ACK","ACK",
"2364842","2.365 s","I2C","Address/data","Data write","Data write: 00",
"2364842","2.365 s","I2C","Bits","Data/address bit","0",
"2364845","2.365 s","I2C","Bits","Data/address bit","0",
"2364847","2.365 s","I2C","Bits","Data/address bit","0",
"2364850","2.365 s","I2C","Bits","Data/address bit","0",
"2364853","2.365 s","I2C","Bits","Data/address bit","0",
"2364855","2.365 s","I2C","Bits","Data/address bit","0",
"2364858","2.365 s","I2C","Bits","Data/address bit","0",
"2364861","2.365 s","I2C","Bits","Data/address bit","0",
"2364863","2.365 s","I2C","Address/data","ACK","ACK",
"2364866","2.365 s","I2C","Address/data","Data write","Data write: 00",
"2364866","2.365 s","I2C","Bits","Data/address bit","0",
"2364869","2.365 s","I2C","Bits","Data/address bit","0",
"2364871","2.365 s","I2C","Bits","Data/address bit","0",
"2364874","2.365 s","I2C","Bits","Data/address bit","0",
"2364877","2.365 s","I2C","Bits","Data/address bit","0",
"2364880","2.365 s","I2C","Bits","Data/address bit","0",
"2364882","2.365 s","I2C","Bits","Data/address bit","0",
"2364885","2.365 s","I2C","Bits","Data/address bit","0",
"2364888","2.365 s","I2C","Address/data","ACK","ACK",
"2364890","2.365 s","I2C","Address/data","Data write","Data write: 00",
"2364890","2.365 s","I2C","Bits","Data/address bit","0",
"2364893","2.365 s","I2C","Bits","Data/address bit","0",
"2364896","2.365 s","I2C","Bits","Data/address bit","0",
"2364898","2.365 s","I2C","Bits","Data/address bit","0",
"2364901","2.365 s","I2C","Bits","Data/address bit","0",
"2364904","2.365 s","I2C","Bits","Data/address bit","0",
"2364906","2.365 s","I2C","Bits","Data/address bit","0",
"2364909","2.365 s","I2C","Bits","Data/address bit","0",
"2364912","2.365 s","I2C","Address/data","ACK","ACK",
"2364914","2.365 s","I2C","Address/data","Data write","Data write: 00",
"2364914","2.365 s","I2C","Bits","Data/address bit","0",
"2364917","2.365 s","I2C","Bits","Data/address bit","0",
"2364920","2.365 s","I2C","Bits","Data/address bit","0",
"2364922","2.365 s","I2C","Bits","Data/address bit","0",
"2364925","2.365 s","I2C","Bits","Data/address bit","0",
"2364928","2.365 s","I2C","Bits","Data/address bit","0",
"2364931","2.365 s","I2C","Bits","Data/address bit","0",
"2364933","2.365 s","I2C","Bits","Data/address bit","0",
"2364936","2.365 s","I2C","Address/data","ACK","ACK",
"2364939","2.365 s","I2C","Address/data","Data write","Data write: 00",
"2364939","2.365 s","I2C","Bits","Data/address bit","0",
"2364941","2.365 s","I2C","Bits","Data/address bit","0",
"2364944","2.365 s","I2C","Bits","Data/address bit","0",
"2364947","2.365 s","I2C","Bits","Data/address bit","0",
"2364949","2.365 s","I2C","Bits","Data/address bit","0",
"2364952","2.365 s","I2C","Bits","Data/address bit","0",
"2364955","2.365 s","I2C","Bits","Data/address bit","0",
"2364957","2.365 s","I2C","Bits","Data/address bit","0",
"2364960","2.365 s","I2C","Address/data","ACK","ACK",
"2364963","2.365 s","I2C","Address/data","Data write","Data write: 00",
"2364963","2.365 s","I2C","Bits","Data/address bit","0",
"2364965","2.365 s","I2C","Bits","Data/address bit","0",
"2364968","2.365 s","I2C","Bits","Data/address bit","0",
"2364971","2.365 s","I2C","Bits","Data/address bit","0",
"2364973","2.365 s","I2C","Bits","Data/address bit","0",
"2364976","2.365 s","I2C","Bits","Data/address bit","0",
"2364979","2.365 s","I2C","Bits","Data/address bit","0",
"2364982","2.365 s","I2C","Bits","Data/address bit","0",
"2364984","2.365 s","I2C","Address/data","ACK","ACK",
"2364993","2.365 s","I2C","Address/data","Data write","Data write: 00",
"2364993","2.365 s","I2C","Bits","Data/address bit","0",
"2364996","2.365 s","I2C","Bits","Data/address bit","0",
"2364998","2.365 s","I2C","Bits","Data/address bit","0",
"2365001","2.365 s","I2C","Bits","Data/address bit","0",
"2365004","2.365 s","I2C","Bits","Data/address bit","0",
"2365006","2.365 s","I2C","Bits","Data/address bit","0",
"2365009","2.365 s","I2C","Bits","Data/address bit","0",
"2365012","2.365 s","I2C","Bits","Data/address bit","0",
"2365014","2.365 s","I2C","Address/data","ACK","ACK",
"2365017","2.365 s","I2C","Address/data","Data write","Data write: 00",
"2365017","2.365 s","I2C","Bits","Data/address bit","0",
"2365020","2.365 s","I2C","Bits","Data/address bit","0",
"2365022","2.365 s","I2C","Bits","Data/address bit","0",
"2365025","2.365 s","I2C","Bits","Data/address bit","0",
"2365028","2.365 s","I2C","Bits","Data/address bit","0",
"2365031","2.365 s","I2C","Bits","Data/address bit","0",
"2365033","2.365 s","I2C","Bits","Data/address bit","0",
"2365036","2.365 s","I2C","Bits","Data/address bit","0",
"2365039","2.365 s","I2C","Address/data","ACK","ACK",
"2365041","2.365 s","I2C","Address/data","Data write","Data write: 00",
"2365041","2.365 s","I2C","Bits","Data/address bit","0",
"2365044","2.365 s","I2C","Bits","Data/address bit","0",
"2365047","2.365 s","I2C","Bits","Data/address bit","0",
"2365049","2.365 s","I2C","Bits","Data/address bit","0",
"2365052","2.365 s","I2C","Bits","Data/address bit","0",
"2365055","2.365 s","I2C","Bits","Data/address bit","0",
"2365057","2.365 s","I2C","Bits","Data/address bit","0",
"2365060","2.365 s","I2C","Bits","Data/address bit","0",
"2365063","2.365 s","I2C","Address/data","ACK","ACK",
"2365065","2.365 s","I2C","Address/data","Data write","Data write: 00",
"2365065","2.365 s","I2C","Bits","Data/address bit","0",
"2365068","2.365 s","I2C","Bits","Data/address bit","0",
"2365071","2.365 s","I2C","Bits","Data/address bit","0",
"2365074","2.365 s","I2C","Bits","Data/address bit","0",
"2365076","2.365 s","I2C","Bits","Data/address bit","0",
"2365079","2.365 s","I2C","Bits","Data/address bit","0",
"2365082","2.365 s","I2C","Bits","Data/address bit","0",
"2365084","2.365 s","I2C","Bits","Data/address bit","0",
"2365087","2.365 s","I2C","Address/data","ACK","ACK",
"2365091","2.365 s","I2C","Address/data","Stop condition","Stop",
"2414227","2.414 s","I2C","Address/data","Start condition","Start",
"2414230","2.414 s","I2C","Bits","Data/address bit","1",
"2414230","2.414 s","I2C","Address/data","Address write","Address write: 70",
"2414232","2.414 s","I2C","Bits","Data/address bit","1",
"2414235","2.414 s","I2C","Bits","Data/address bit","1",
"2414238","2.414 s","I2C","Bits","Data/address bit","0",
"2414240","2.414 s","I2C","Bits","Data/address bit","0",
"2414243","2.414 s","I2C","Bits","Data/address bit","0",
"2414246","2.414 s","I2C","Bits","Data/address bit","0",
"2414248","2.414 s","I2C","Bits","Data/address bit","0",
"2414248","2.414 s","I2C","Address/data","Address write","Write",
"2414251","2.414 s","I2C","Address/data","ACK","ACK",
"2414254","2.414 s","I2C","Address/data","Data write","Data write: 40",
"2414254","2.414 s","I2C","Bits","Data/address bit","0",
"2414257","2.414 s","I2C","Bits","Data/address bit","1",
"2414259","2.414 s","I2C","Bits","Data/address bit","0",
"2414262","2.414 s","I2C","Bits","Data/address bit","0",
"2414265","2.414 s","I2C","Bits","Data/address bit","0",
"2414267","2.414 s","I2C","Bits","Data/address bit","0",
"2414270","2.414 s","I2C","Bits","Data/address bit","0",
"2414273","2.414 s","I2C","Bits","Data/address bit","0",
"2414275","2.414 s","I2C","Address/data","ACK","ACK",
"2414279","2.414 s","I2C","Address/data","Stop condition","Stop",
"2414292","2.414 s","I2C","Address/data","Start condition","Start",
"2414295","2.414 s","I2C","Bits","Data/address bit","1",
"2414295","2.414 s","I2C","Address/data","Address read","Address read: 70",
"2414298","2.414 s","I2C","Bits","Data/address bit","1",
"2414301","2.414 s","I2C","Bits","Data/address bit","1",
"2414303","2.414 s","I2C","Bits","Data/address bit","0",
"2414306","2.414 s","I2C","Bits","Data/address bit","0",
"2414309","2.414 s","I2C","Bits","Data/address bit","0",
"2414311","2.414 s","I2C","Bits","Data/address bit","0",
"2414314","2.414 s","I2C","Bits","Data/address bit","1",
"2414314","2.414 s","I2C","Address/data","Address read","Read",
"2414317","2.414 s","I2C","Address/data","ACK","ACK",
"2414319","2.414 s","I2C","Address/data","Data read","Data read: 00",
"2414319","2.414 s","I2C","Bits","Data/address bit","0",
"2414322","2.414 s","I2C","Bits","Data/address bit","0",
"2414325","2.414 s","I2C","Bits","Data/address bit","0",
"2414327","2.414 s","I2C","Bits","Data/address bit","0",
"2414330","2.414 s","I2C","Bits","Data/address bit","0",
"2414333","2.414 s","I2C","Bits","Data/address bit","0",
"2414335","2.414 s","I2C","Bits","Data/address bit","0",
"2414338","2.414 s","I2C","Bits","Data/address bit","0",
"2414342","2.414 s","I2C","Address/data","ACK","ACK",
"2414344","2.414 s","I2C","Address/data","Data read","Data read: 00",
"2414344","2.414 s","I2C","Bits","Data/address bit","0",
"2414347","2.414 s","I2C","Bits","Data/address bit","0",
"2414350","2.414 s","I2C","Bits","Data/address bit","0",
"2414352","2.414 s","I2C","Bits","Data/address bit","0",
"2414355","2.414 s","I2C","Bits","Data/address bit","0",
"2414358","2.414 s","I2C","Bits","Data/address bit","0",
"2414360","2.414 s","I2C","Bits","Data/address bit","0",
"2414363","2.414 s","I2C","Bits","Data/address bit","0",
"2414366","2.414 s","I2C","Address/data","ACK","ACK",
"2414369","2.414 s","I2C","Address/data","Data read","Data read: 00",
"2414369","2.414 s","I2C","Bits","Data/address bit","0",
"2414372","2.414 s","I2C","Bits","Data/address bit","0",
"2414375","2.414 s","I2C","Bits","Data/address bit","0",
"2414377","2.414 s","I2C","Bits","Data/address bit","0",
"2414380","2.414 s","I2C","Bits","Data/address bit","0",
"2414383","2.414 s","I2C","Bits","Data/address bit","0",
"2414385","2.414 s","I2C","Bits","Data/address bit","0",
"2414388","2.414 s","I2C","Bits","Data/address bit","0",
"2414391","2.414 s","I2C","Address/data","ACK","ACK",
"2414394","2.414 s","I2C","Address/data","Data read","Data read: 00",
"2414394","2.414 s","I2C","Bits","Data/address bit","0",
"2414397","2.414 s","I2C","Bits","Data/address bit","0",
"2414399","2.414 s","I2C","Bits","Data/address bit","0",
"2414402","2.414 s","I2C","Bits","Data/address bit","0",
"2414405","2.414 s","I2C","Bits","Data/address bit","0",
"2414407","2.414 s","I2C","Bits","Data/address bit","0",
"2414410","2.414 s","I2C","Bits","Data/address bit","0",
"2414413","2.414 s","I2C","Bits","Data/address bit","0",
"2414416","2.414 s","I2C","Address/data","ACK","ACK",
"2414419","2.414 s","I2C","Address/data","Data read","Data read: 00",
"2414419","2.414 s","I2C","Bits","Data/address bit","0",
"2414421","2.414 s","I2C","Bits","Data/address bit","0",
"2414424","2.414 s","I2C","Bits","Data/address bit","0",
"2414427","2.414 s","I2C","Bits","Data/address bit","0",
"2414429","2.414 s","I2C","Bits","Data/address bit","0",
"2414432","2.414 s","I2C","Bits","Data/address bit","0",
"2414435","2.414 s","I2C","Bits","Data/address bit","0",
"2414437","2.414 s","I2C","Bits","Data/address bit","0",
"2414448","2.414 s","I2C","Address/data","ACK","ACK",
"2414451","2.414 s","I2C","Address/data","Data read","Data read: 00",
"2414451","2.414 s","I2C","Bits","Data/address bit","0",
"2414454","2.414 s","I2C","Bits","Data/address bit","0",
"2414456","2.414 s","I2C","Bits","Data/address bit","0",
"2414459","2.414 s","I2C","Bits","Data/address bit","0",
"2414462","2.414 s","I2C","Bits","Data/address bit","0",
"2414464","2.414 s","I2C","Bits","Data/address bit","0",
"2414467","2.414 s","I2C","Bits","Data/address bit","0",
"2414470","2.414 s","I2C","Bits","Data/address bit","0",
"2414472","2.414 s","I2C","Address/data","NACK","NACK",
"2414476","2.414 s","I2C","Address/data","Stop condition","Stop",
"2430933","2.431 s","I2C","Address/data","Start condition","Start",
"2430935","2.431 s","I2C","Bits","Data/address bit","1",
"2430935","2.431 s","I2C","Address/data","Address write","Address write: 70",
"2430938","2.431 s","I2C","Bits","Data/address bit","1",
"2430941","2.431 s","I2C","Bits","Data/address bit","1",
"2430944","2.431 s","I2C","Bits","Data/address bit","0",
"2430946","2.431 s","I2C","Bits","Data/address bit","0",
"2430949","2.431 s","I2C","Bits","Data/address bit","0",
"2430952","2.431 s","I2C","Bits","Data/address bit","0",
"2430954","2.431 s","I2C","Bits","Data/address bit","0",
"2430954","2.431 s","I2C","Address/data","Address write","Write",
"2430957","2.431 s","I2C","Address/data","ACK","ACK",
"2430960","2.431 s","I2C","Address/data","Data write","Data write: 00",
"2430960","2.431 s","I2C","Bits","Data/address bit","0",
"2430962","2.431 s","I2C","Bits","Data/address bit","0",
"2430965","2.431 s","I2C","Bits","Data/address bit","0",
"2430968","2.431 s","I2C","Bits","Data/address bit","0",
"2430970","2.431 s","I2C","Bits","Data/address bit","0",
"2430973","2.431 s","I2C","Bits","Data/address bit","0",
"2430976","2.431 s","I2C","Bits","Data/address bit","0",
"2430978","2.431 s","I2C","Bits","Data/address bit","0",
"2430981","2.431 s","I2C","Address/data","ACK","ACK",
"2430984","2.431 s","I2C","Address/data","Data write","Data write: 01",
"2430984","2.431 s","I2C","Bits","Data/address bit","0",
"2430987","2.431 s","I2C","Bits","Data/address bit","0",
"2430989","2.431 s","I2C","Bits","Data/address bit","0",
"2430992","2.431 s","I2C","Bits","Data/address bit","0",
"2430995","2.431 s","I2C","Bits","Data/address bit","0",
"2430997","2.431 s","I2C","Bits","Data/address bit","0",
"2431000","2.431 s","I2C","Bits","Data/address bit","0",
"2431003","2.431 s","I2C","Bits","Data/address bit","1",
"2431005","2.431 s","I2C","Address/data","ACK","ACK",
"2431008","2.431 s","I2C","Address/data","Data write","Data write: 00",
"2431008","2.431 s","I2C","Bits","Data/address bit","0",
"2431011","2.431 s","I2C","Bits","Data/address bit","0",
"2431013","2.431 s","I2C","Bits","Data/address bit","0",
"2431016","2.431 s","I2C","Bits","Data/address bit","0",
"2431019","2.431 s","I2C","Bits","Data/address bit","0",
"2431021","2.431 s","I2C","Bits","Data/address bit","0",
"2431024","2.431 s","I2C","Bits","Data/address bit","0",
"2431027","2.431 s","I2C","Bits","Data/address bit","0",
"2431029","2.431 s","I2C","Address/data","ACK","ACK",
"2431032","2.431 s","I2C","Address/data","Data write","Data write: 40",
"2431032","2.431 s","I2C","Bits","Data/address bit","0",
"2431035","2.431 s","I2C","Bits","Data/address bit","1",
"2431038","2.431 s","I2C","Bits","Data/address bit","0",
"2431040","2.431 s","I2C","Bits","Data/address bit","0",
"2431043","2.431 s","I2C","Bits","Data/address bit","0",
"2431046","2.431 s","I2C","Bits","Data/address bit","0",
"2431048","2.431 s","I2C","Bits","Data/address bit","0",
"2431051","2.431 s","I2C","Bits","Data/address bit","0",
"2431054","2.431 s","I2C","Address/data","ACK","ACK",
"2431061","2.431 s","I2C","Address/data","Data write","Data write: 00",
"2431061","2.431 s","I2C","Bits","Data/address bit","0",
"2431064","2.431 s","I2C","Bits","Data/address bit","0",
"2431066","2.431 s","I2C","Bits","Data/address bit","0",
"2431069","2.431 s","I2C","Bits","Data/address bit","0",
"2431072","2.431 s","I2C","Bits","Data/address bit","0",
"2431075","2.431 s","I2C","Bits","Data/address bit","0",
"2431077","2.431 s","I2C","Bits","Data/address bit","0",
"2431080","2.431 s","I2C","Bits","Data/address bit","0",
"2431083","2.431 s","I2C","Address/data","ACK","ACK",
"2431085","2.431 s","I2C","Address/data","Data write","Data write: 00",
"2431085","2.431 s","I2C","Bits","Data/address bit","0",
"2431088","2.431 s","I2C","Bits","Data/address bit","0",
"2431091","2.431 s","I2C","Bits","Data/address bit","0",
"2431093","2.431 s","I2C","Bits","Data/address bit","0",
"2431096","2.431 s","I2C","Bits","Data/address bit","0",
"2431099","2.431 s","I2C","Bits","Data/address bit","0",
"2431101","2.431 s","I2C","Bits","Data/address bit","0",
"2431104","2.431 s","I2C","Bits","Data/address bit","0",
"2431107","2.431 s","I2C","Address/data","ACK","ACK",
"2431109","2.431 s","I2C","Address/data","Data write","Data write: 00",
"2431109","2.431 s","I2C","Bits","Data/address bit","0",
"2431112","2.431 s","I2C","Bits","Data/address bit","0",
"2431115","2.431 s","I2C","Bits","Data/address bit","0",
"2431117","2.431 s","I2C","Bits","Data/address bit","0",
"2431120","2.431 s","I2C","Bits","Data/address bit","0",
"2431123","2.431 s","I2C","Bits","Data/address bit","0",
"2431126","2.431 s","I2C","Bits","Data/address bit","0",
"2431128","2.431 s","I2C","Bits","Data/address bit","0",
"2431131","2.431 s","I2C","Address/data","ACK","ACK",
"2431134","2.431 s","I2C","Address/data","Data write","Data write: 00",
"2431134","2.431 s","I2C","Bits","Data/address bit","0",
"2431136","2.431 s","I2C","Bits","Data/address bit","0",
"2431139","2.431 s","I2C","Bits","Data/address bit","0",
"2431142","2.431 s","I2C","Bits","Data/address bit","0",
"2431144","2.431 s","I2C","Bits","Data/address bit","0",
"2431147","2.431 s","I2C","Bits","Data/address bit","0",
"2431150","2.431 s","I2C","Bits","Data/address bit","0",
"2431152","2.431 s","I2C","Bits","Data/address bit","0",
"2431155","2.431 s","I2C","Address/data","ACK","ACK",
"2431158","2.431 s","I2C","Address/data","Data write","Data write: 00",
"2431158","2.431 s","I2C","Bits","Data/address bit","0",
"2431160","2.431 s","I2C","Bits","Data/address bit","0",
"2431163","2.431 s","I2C","Bits","Data/address bit","0",
"2431166","2.431 s","I2C","Bits","Data/address bit","0",
"2431168","2.431 s","I2C","Bits","Data/address bit","0",
"2431171","2.431 s","I2C","Bits","Data/address bit","0",
"2431174","2.431 s","I2C","Bits","Data/address bit","0",
"2431177","2.431 s","I2C","Bits","Data/address bit","0",
"2431179","2.431 s","I2C","Address/data","ACK","ACK",
"2431182","2.431 s","I2C","Address/data","Data write","Data write: 00",
"2431182","2.431 s","I2C","Bits","Data/address bit","0",
"2431185","2.431 s","I2C","Bits","Data/address bit","0",
"2431187","2.431 s","I2C","Bits","Data/address bit","0",
"2431190","2.431 s","I2C","Bits","Data/address bit","0",
"2431193","2.431 s","I2C","Bits","Data/address bit","0",
"2431195","2.431 s","I2C","Bits","Data/address bit","0",
"2431198","2.431 s","I2C","Bits","Data/address bit","0",
"2431201","2.431 s","I2C","Bits","Data/address bit","0",
"2431203","2.431 s","I2C","Address/data","ACK","ACK",
"2431206","2.431 s","I2C","Address/data","Data write","Data write: 00",
"2431206","2.431 s","I2C","Bits","Data/address bit","0",
"2431209","2.431 s","I2C","Bits","Data/address bit","0",
"2431211","2.431 s","I2C","Bits","Data/address bit","0",
"2431214","2.431 s","I2C","Bits","Data/address bit","0",
"2431217","2.431 s","I2C","Bits","Data/address bit","0",
"2431219","2.431 s","I2C","Bits","Data/address bit","0",
"2431222","2.431 s","I2C","Bits","Data/address bit","0",
"2431225","2.431 s","I2C","Bits","Data/address bit","0",
"2431228","2.431 s","I2C","Address/data","ACK","ACK",
"2431230","2.431 s","I2C","Address/data","Data write","Data write: 00",
"2431230","2.431 s","I2C","Bits","Data/address bit","0",
"2431233","2.431 s","I2C","Bits","Data/address bit","0",
"2431236","2.431 s","I2C","Bits","Data/address bit","0",
"2431238","2.431 s","I2C","Bits","Data/address bit","0",
"2431241","2.431 s","I2C","Bits","Data/address bit","0",
"2431244","2.431 s","I2C","Bits","Data/address bit","0",
"2431246","2.431 s","I2C","Bits","Data/address bit","0",
"2431249","2.431 s","I2C","Bits","Data/address bit","0",
"2431252","2.431 s","I2C","Address/data","ACK","ACK",
"2431254","2.431 s","I2C","Address/data","Data write","Data write: 00",
"2431254","2.431 s","I2C","Bits","Data/address bit","0",
"2431257","2.431 s","I2C","Bits","Data/address bit","0",
"2431260","2.431 s","I2C","Bits","Data/address bit","0",
"2431262","2.431 s","I2C","Bits","Data/address bit","0",
"2431265","2.431 s","I2C","Bits","Data/address bit","0",
"2431268","2.431 s","I2C","Bits","Data/address bit","0",
"2431271","2.431 s","I2C","Bits","Data/address bit","0",
"2431273","2.431 s","I2C","Bits","Data/address bit","0",
"2431276","2.431 s","I2C","Address/data","ACK","ACK",
"2431290","2.431 s","I2C","Address/data","Data write","Data write: 00",
"2431290","2.431 s","I2C","Bits","Data/address bit","0",
"2431293","2.431 s","I2C","Bits","Data/address bit","0",
"2431295","2.431 s","I2C","Bits","Data/address bit","0",
"2431298","2.431 s","I2C","Bits","Data/address bit","0",
"2431301","2.431 s","I2C","Bits","Data/address bit","0",
"2431303","2.431 s","I2C","Bits","Data/address bit","0",
"2431306","2.431 s","I2C","Bits","Data/address bit","0",
"2431309","2.431 s","I2C","Bits","Data/address bit","0",
"2431311","2.431 s","I2C","Address/data","ACK","ACK",
"2431318","2.431 s","I2C","Address/data","Data write","Data write: 00",
"2431318","2.431 s","I2C","Bits","Data/address bit","0",
"2431321","2.431 s","I2C","Bits","Data/address bit","0",
"2431323","2.431 s","I2C","Bits","Data/address bit","0",
"2431326","2.431 s","I2C","Bits","Data/address bit","0",
"2431329","2.431 s","I2C","Bits","Data/address bit","0",
"2431331","2.431 s","I2C","Bits","Data/address bit","0",
"2431334","2.431 s","I2C","Bits","Data/address bit","0",
"2431337","2.431 s","I2C","Bits","Data/address bit","0",
"2431339","2.431 s","I2C","Address/data","ACK","ACK",
"2431342","2.431 s","I2C","Address/data","Data write","Data write: 00",
"2431342","2.431 s","I2C","Bits","Data/address bit","0",
"2431345","2.431 s","I2C","Bits","Data/address bit","0",
"2431347","2.431 s","I2C","Bits","Data/address bit","0",
"2431350","2.431 s","I2C","Bits","Data/address bit","0",
"2431353","2.431 s","I2C","Bits","Data/address bit","0",
"2431356","2.431 s","I2C","Bits","Data/address bit","0",
"2431358","2.431 s","I2C","Bits","Data/address bit","0",
"2431361","2.431 s","I2C","Bits","Data/address bit","0",
"2431364","2.431 s","I2C","Address/data","ACK","ACK",
"2431366","2.431 s","I2C","Address/data","Data write","Data write: 00",
"2431366","2.431 s","I2C","Bits","Data/address bit","0",
"2431369","2.431 s","I2C","Bits","Data/address bit","0",
"2431372","2.431 s","I2C","Bits","Data/address bit","0",
"2431374","2.431 s","I2C","Bits","Data/address bit","0",
